participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.payable_round,player.payoff_for_trade,player.hl_switch_point,player.hl_draw_row,player.hl_draw_option,player.hl_draw_random,player.savings_interest,player.inflation_effect,player.bid_price_definition,player.mortgage_comparison,player.asset_fluctuations,player.investment_risk,player.long_term_returns,player.stock_mutual_fund_loss,player.bid_ask_spread,player.mutual_fund_statements,player.bond_investment,player.credit_card_payment,player.num_quiz_questions,player.num_correct_answers,player.payoff_for_quiz,player.payoff_for_quiz_expected,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.pilot_difficulty,player.pilot_instruction_clarity,player.pilot_unclear_open,player.pilot_payoff_understanding,player.pilot_interface_clarity,player.pilot_tech_issues,player.pilot_tech_issues_desc,player.pilot_flow_unsure_steps,player.pilot_one_change,player.pilot_surprises_mismatch,player.pilot_missing_info,player.pilot_confusing_wording,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
45,nrmq8h9l,5f8820ba0fdd0c276b4d732c,0,51,51,post_exp,FinalForProlific,2026-06-30 21:27:51.250714,1,,,111.6,45,,111.6,8,0.0,7,3,A,0.5751236295846255,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,25,United Kingdom,master,Other,0,1,1,1,Monthly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
46,hreehxih,667d81a95170bdd075f74203,0,51,51,post_exp,FinalForProlific,2026-06-30 21:28:34.098051,1,,,114.65,46,,114.65,6,0.0,7,7,B,0.3090130652199824,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,Don't know / Not sure,Don't know / Not sure,She owns a part of firm B,Between 10 and 15 years,12,8,2.0,3.0,Female,50,United States,master,Other,0,0,1,1,Less than once a month,Less than once a month,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
47,g630u43f,695ffaceacb6d5f0382f8563,0,51,51,post_exp,FinalForProlific,2026-06-30 21:28:41.537892,1,,,117.32,47,,117.32,9,0.0,6,10,B,0.6824554053793926,More than $112,Less than today,The lowest price a seller is currently willing to accept.,True,Stocks,Decrease,Bonds,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,9,2.25,3.0,Other,37,United States,master,Other,0,1,1,1,Monthly,Monthly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
48,o69vlorc,69e162924b2e51bde8806af5,0,51,51,post_exp,FinalForProlific,2026-06-30 21:28:53.312806,1,,,118.98,48,,118.98,14,0.0,6,10,B,0.4548514854686949,Exactly $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,11,2.75,3.0,Male,20,Canada,undergraduate: 3d year,Finance,1,1,1,1,Weekly,Weekly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
49,pu0lh4c9,695bf663d8fe1351746ac705,0,51,51,post_exp,FinalForProlific,2026-06-30 21:28:54.150962,1,,,124.51,49,,124.51,3,0.0,7,8,B,0.7636367457208166,Exactly $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Bonds,True,Don't know / Not sure,None of the above,She has lent money to firm B,Never,12,8,2.0,3.0,Female,25,United States,undergraduate: 4th year,Other,0,1,1,1,Less than once a month,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
50,0x9ovnzs,69f3da8612013f312aabd3b3,0,51,51,post_exp,FinalForProlific,2026-06-30 21:29:01.896424,1,,,129.1,50,,129.1,6,0.0,6,10,B,0.46016522754229494,More than $112,More than today,The lowest price a seller is currently willing to accept.,True,Stocks,Decrease,Savings accounts,True,The average of the bid price and the ask price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,7,1.75,3.0,Male,34,United Kingdom,master,Other Management,0,1,1,1,Less than once a month,Less than once a month,Bonds,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
51,ue6or201,69f942a2d9efe806554c2dd0,0,51,51,post_exp,FinalForProlific,2026-06-30 21:29:16.022967,1,,,133.75,51,,133.75,9,0.0,6,5,A,0.27664207581794176,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,35,United States,high-school graduate,Other,0,1,1,1,Weekly,Weekly,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
52,zkcnavf8,6a1db99410f52a9f0f01b44d,0,51,51,post_exp,FinalForProlific,2026-06-30 21:29:50.383876,1,,,106.31,52,,106.31,14,0.0,3,2,A,0.3916213831649149,Exactly $112,Less than today,The price you personally choose when submitting a buy order.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She owns a part of firm B,Between 5 and 10 years,12,8,2.0,3.0,Female,28,United Kingdom,high-school graduate,Other,0,0,1,1,Daily,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
53,q33z5n9f,69e6a58125397cb2600966e2,0,51,51,post_exp,FinalForProlific,2026-06-30 21:30:04.356991,1,,,113.13,53,,113.13,14,0.0,4,3,A,0.8868720371987565,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Bonds,True,The difference between the lowest ask price and the highest bid price.,Don't know / Not sure,She has lent money to firm B,Between 5 and 10 years,12,9,2.25,3.0,Male,43,United States,high-school graduate,Other,0,0,1,1,Less than once a month,Less than once a month,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
54,lbiob11j,69e8d5e7f1abaa500ce31a11,0,51,51,post_exp,FinalForProlific,2026-06-30 21:30:19.404037,1,,,124.3,54,,124.3,13,0.0,5,8,B,0.6906836751399453,Exactly $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Stay the same,Bonds,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,9,2.25,3.0,Female,33,United Kingdom,undergraduate: 3d year,Other,0,0,1,1,Monthly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
55,q1li7f7v,6a0ada5d2213071b53b87ad8,0,51,51,post_exp,FinalForProlific,2026-06-30 21:30:31.739733,1,,,117.07,55,,117.07,13,0.0,5,5,B,0.409657318458603,More than $112,Less than today,The price you personally choose when submitting a buy order.,True,Stocks,Decrease,Stocks,True,The fee the broker charges each time you trade.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,10,2.5,3.0,Male,46,United Kingdom,high-school graduate,Other,0,0,1,0,Weekly,Weekly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
56,24vno9vl,6a03459e5c3c329e6670a53e,0,51,51,post_exp,FinalForProlific,2026-06-30 21:31:00.351395,1,,,130.4,56,,130.4,4,0.0,10,1,A,0.724424747525085,More than $112,Less than today,The price you personally choose when submitting a buy order.,True,Bonds,Stay the same,Don't know / Not sure,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She owns a part of firm B,None of the above,12,6,1.5,3.0,Male,22,China,undergraduate: 4th year,Other Management,1,0,1,1,Less than once a month,Monthly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
57,hry5pk9z,5996d2256b939900012d9f22,0,51,51,post_exp,FinalForProlific,2026-06-30 21:31:05.025816,1,,,116.56,57,,116.56,13,0.0,7,9,B,0.9175695495138699,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,None of the above,12,11,2.75,3.0,Female,35,United Kingdom,undergraduate: 4th year,Other,1,0,1,1,Weekly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
58,cnhbz0fa,61219fd8387ca59d07e0dc1c,0,51,51,post_exp,FinalForProlific,2026-06-30 21:32:16.751025,1,,,112.67,58,,112.67,10,0.0,7,3,A,0.3497835305530176,More than $112,Exactly the same as today,Don't know / Not sure,False,Stocks,Decrease,Stocks,True,Don't know / Not sure,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Less than 5 years,12,7,1.75,3.0,Female,57,United States,undergraduate: 4th year,Other,0,0,0,0,Less than once a month,Less than once a month,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
59,s2kc602q,69bb774707224f55d8069f8b,0,51,51,post_exp,FinalForProlific,2026-06-30 21:32:18.823173,1,,,122.5,59,,122.5,7,0.0,7,3,A,0.6255304684916064,Exactly $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,False,The difference between the lowest ask price and the highest bid price.,Mutual funds pay a guaranteed rate of return which depends on their past performance,She has lent money to firm B,Between 5 and 10 years,12,8,2.0,3.0,Male,21,Canada,undergraduate: 3d year,Other,0,1,1,1,Weekly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
60,0lb4k7z6,69fcb7d79e3cf2619c70ee2f,0,51,51,post_exp,FinalForProlific,2026-06-30 21:32:20.252378,1,,,158.01,60,,158.01,11,0.0,7,1,A,0.5877811631316433,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,Don't know / Not sure,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,11,2.75,3.0,Male,31,United Kingdom,undergraduate: 3d year,Other,0,1,0,0,Less than once a month,Less than once a month,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
61,vahoqed4,6a24b27eabc0ca8edcee677e,0,51,51,post_exp,FinalForProlific,2026-06-30 21:32:51.447917,1,,,108.96,61,,108.96,7,0.0,7,5,A,0.7673456847288893,Exactly $112,More than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She owns a part of firm B,Between 5 and 10 years,12,8,2.0,3.0,Male,21,Canada,undergraduate: 3d year,Other,1,1,1,1,Monthly,Monthly,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
62,1d2qe8oo,6a16d4790275f1a571e2fa4e,0,51,51,post_exp,FinalForProlific,2026-06-30 21:33:07.214852,1,,,134.75,62,,134.75,7,0.0,5,7,B,0.7537353292755123,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The fee the broker charges each time you trade.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,11,2.75,3.0,Male,21,China,undergraduate: 3d year,Finance,1,1,1,1,Multiple times a day,Daily,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
63,sqm1u5r8,697917f898b6e73223c25fd5,0,51,51,post_exp,FinalForProlific,2026-06-30 21:34:17.857468,1,,,135.84,63,,135.84,6,0.0,5,7,B,0.034522035471537316,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Female,30,Nigeria,undergraduate: 4th year,Other Management,1,0,1,1,Monthly,Monthly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
64,7pp62qsn,6a2345035e9657b43637e4ee,0,51,51,post_exp,FinalForProlific,2026-06-30 21:34:30.367568,1,,,127.4,64,,127.4,11,0.0,7,8,B,0.25110984501397826,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,Don't know / Not sure,Don't know / Not sure,She has lent money to firm B,Between 5 and 10 years,12,9,2.25,3.0,Female,20,Latvia,high-school graduate,Other,0,1,1,1,Monthly,Weekly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
65,sb0anglt,59cff8eed227970001199862,0,51,51,post_exp,FinalForProlific,2026-06-30 21:34:57.595575,1,,,135.73,65,,135.73,3,0.0,6,6,B,0.3095478981351927,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,48,United Kingdom,undergraduate: 4th year,Finance,1,1,1,1,Monthly,Monthly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
66,1si85c73,6a15c578d09617330ff0f03d,0,51,51,post_exp,FinalForProlific,2026-06-30 21:35:02.545737,1,,,117.34,66,,117.34,10,0.0,11,2,A,0.3782619591285864,More than $112,Less than today,The highest price a buyer is currently willing to pay.,False,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,None of the above,She is liable for the company's debts,Between 5 and 10 years,12,8,2.0,3.0,Male,32,United States,undergraduate: 4th year,Other,0,0,1,1,Daily,Weekly,"Derivatives (Options, Futures)",,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
67,sugfh80v,6a05ddfc4e1e07322a8f4e2a,0,3,51,intro,comprehensionQuestions,2026-06-30 21:35:19.621527,1,,,0.0,67,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
68,4j4b7xc2,63782709326973c77adc3db8,0,51,51,post_exp,FinalForProlific,2026-06-30 21:35:38.039037,1,,,109.35,68,,109.35,6,0.0,9,4,A,0.8991406177121267,More than $112,Less than today,The lowest price a seller is currently willing to accept.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,11,2.75,3.0,Female,68,United States,undergraduate: 4th year,Other,0,0,1,1,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
69,fmzbv9u0,6a1890bd5df03242eb3ab012,0,51,51,post_exp,FinalForProlific,2026-06-30 21:35:49.657590,1,,,115.08,69,,115.08,7,0.0,6,4,A,0.4635051396475399,Exactly $112,Less than today,The highest price a buyer is currently willing to pay.,True,Don't know / Not sure,Decrease,Stocks,True,Don't know / Not sure,Don't know / Not sure,She has lent money to firm B,Between 5 and 10 years,12,7,1.75,3.0,Male,32,United States,undergraduate: 4th year,Other,0,1,1,1,Weekly,Weekly,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
70,pn0vu3hk,69fe2136c437c57da83a9912,0,51,51,post_exp,FinalForProlific,2026-06-30 21:36:07.421705,1,,,133.84,70,,133.84,6,0.0,6,10,B,0.12776139213246662,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,29,United States,undergraduate: 4th year,Other,0,1,1,1,Monthly,Weekly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
71,yome66xk,67d0c546e34a839a2c0d67a0,0,51,51,post_exp,FinalForProlific,2026-06-30 21:36:38.831765,1,,,128.41,71,,128.41,11,0.0,7,10,B,0.039324372918798756,More than $112,Less than today,The lowest price a seller is currently willing to accept.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,10,2.5,3.0,Male,55,United Kingdom,undergraduate: 3d year,Other,1,1,1,1,Monthly,Monthly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
72,choe32sw,6a0b87573768aba68294b3be,0,51,51,post_exp,FinalForProlific,2026-06-30 21:37:06.472574,1,,,115.1,72,,115.1,3,0.0,5,1,A,0.7245154652843048,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Bonds,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,11,2.75,3.0,Male,21,United States,undergraduate: 4th year,Other Management,1,0,1,1,Less than once a month,Monthly,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
73,076vl8mt,69fc8ff6e44e316aab8e5b47,0,51,51,post_exp,FinalForProlific,2026-06-30 21:37:32.943962,1,,,113.55,73,,113.55,10,0.0,10,6,A,0.6824202977913745,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Female,31,Canada,master,Other,0,1,1,1,Weekly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
74,eqp1n9wf,69ee792c66e99d9dc5c7793f,0,51,51,post_exp,FinalForProlific,2026-06-30 21:37:37.556910,1,,,114.24,74,,114.24,14,0.0,7,8,B,0.02211928630326976,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Bonds,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,11,2.75,3.0,Male,32,United States,undergraduate: 4th year,Other,0,0,1,1,Monthly,Weekly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
75,he72vfh3,6a0351dea82c3941d87ce46c,0,51,51,post_exp,FinalForProlific,2026-06-30 21:38:07.552691,1,,,111.54,75,,111.54,3,0.0,5,10,B,0.3906298859359131,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,23,United Kingdom,undergraduate: 4th year,Other,0,0,1,1,Less than once a month,Monthly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
76,t7kj1n5s,5ff4ebaadd8cf1c332708eea,0,51,51,post_exp,FinalForProlific,2026-06-30 21:38:23.934426,1,,,126.89,76,,126.89,12,0.0,10,5,A,0.7739821444514734,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Female,36,Canada,undergraduate: 4th year,Other,1,1,1,1,Daily,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
77,htlzlueo,6a082bce62ec4f51e9e979fc,0,51,51,post_exp,FinalForProlific,2026-06-30 21:39:13.310670,1,,,117.6,77,,117.6,6,0.0,10,4,A,0.9850582988804172,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,26,Canada,undergraduate: 3d year,Other,1,1,1,1,Less than once a month,Weekly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
78,8b2uwnnf,67605f33e1626766c448e325,0,51,51,post_exp,FinalForProlific,2026-06-30 21:41:06.191768,1,,,112.06,78,,112.06,4,0.0,10,10,B,0.15923270574049997,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Savings accounts,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She owns a part of firm B,Between 10 and 15 years,12,9,2.25,3.0,Male,34,United Kingdom,master,Other Management,0,1,0,0,Less than once a month,Less than once a month,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
79,oauw0rpv,5c6c260dce4e560001f75731,0,51,51,post_exp,FinalForProlific,2026-06-30 21:41:40.064165,1,,,112.38,79,,112.38,8,0.0,8,7,A,0.910038228451787,More than $112,Less than today,The lowest price a seller is currently willing to accept.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,10,2.5,3.0,Male,45,United Kingdom,undergraduate: 4th year,Other,0,0,1,1,Daily,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
80,xjsck36v,69f0b9a0372b1d5b32167fc3,0,51,51,post_exp,FinalForProlific,2026-06-30 21:41:51.965037,1,,,114.27,80,,114.27,5,0.0,5,10,B,0.5452810471053577,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,Don't know / Not sure,She owns a part of firm B,Never,12,10,2.5,3.0,Female,39,India,undergraduate: 4th year,Other,0,1,1,0,Less than once a month,Less than once a month,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
81,oqg5bwdl,69f23d475d7d045f5cb57993,0,51,51,post_exp,FinalForProlific,2026-06-30 21:41:53.371433,1,,,112.89,81,,112.89,9,0.0,7,8,B,0.42994521355398607,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,30,Canada,MBA,Finance,1,0,1,1,Monthly,Monthly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
82,4fouug0p,69d02eff48a96fc574287db0,0,51,51,post_exp,FinalForProlific,2026-06-30 21:42:29.459433,1,,,105.45,82,,105.45,5,0.0,9,1,A,0.4783288043945879,More than $112,Less than today,Don't know / Not sure,True,Stocks,Decrease,Stocks,True,Don't know / Not sure,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,9,2.25,3.0,Female,45,Canada,undergraduate: 4th year,Other,0,1,1,1,Less than once a month,Weekly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
83,hej71444,6a08d8f823b3cc312ea6d715,0,51,51,post_exp,FinalForProlific,2026-06-30 21:42:37.183831,1,,,110.45,83,,110.45,6,0.0,8,3,A,0.8775171209107681,More than $112,Less than today,The most recent price at which the security traded.,False,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She owns a part of firm B,Never,12,9,2.25,3.0,Male,38,United Kingdom,high-school graduate,Other,0,0,1,1,Monthly,Less than once a month,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
84,xun9r66m,6995f53429f164a4c9d209e8,0,51,51,post_exp,FinalForProlific,2026-06-30 21:42:37.465380,1,,,138.95,84,,138.95,11,0.0,5,4,A,0.4583679562950741,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,False,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,11,2.75,3.0,Female,33,United States,high-school graduate,Other,0,0,1,1,Weekly,Weekly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
85,ixw6na4e,5f84e472052cf81ae5752252,0,51,51,post_exp,FinalForProlific,2026-06-30 21:44:20.891147,1,,,114.0,85,,114.0,10,0.0,10,4,A,0.26096014641718224,More than $112,Less than today,Don't know / Not sure,True,Stocks,Decrease,Savings accounts,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She owns a part of firm B,Between 10 and 15 years,12,8,2.0,3.0,Female,35,United Kingdom,master,Other,0,1,1,1,Daily,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
86,rvhh2cii,69fc82781ffa298db04922fd,0,51,51,post_exp,FinalForProlific,2026-06-30 21:46:07.737454,1,,,104.53,86,,104.53,14,0.0,4,5,B,0.8501655044241239,Exactly $112,Exactly the same as today,The lowest price a seller is currently willing to accept.,True,Stocks,Decrease,Stocks,Don't know / Not sure,The average of the bid price and the ask price.,Mutual funds pay a guaranteed rate of return which depends on their past performance,She is liable for the company's debts,Between 10 and 15 years,12,4,1.0,3.0,Male,41,United Kingdom,master,Other Management,1,0,1,1,Less than once a month,Less than once a month,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
87,m8scb1n7,6a00f2185e367aafb7daf28d,0,51,51,post_exp,FinalForProlific,2026-06-30 21:46:11.601095,1,,,113.17,87,,113.17,4,0.0,9,4,A,0.9255731755694698,More than $112,More than today,The highest price a buyer is currently willing to pay.,Don't know / Not sure,Stocks,Decrease,Bonds,True,The difference between the lowest ask price and the highest bid price.,Don't know / Not sure,None of the above,Never,12,7,1.75,3.0,Female,36,United Kingdom,undergraduate: 4th year,Other Management,0,0,0,0,Less than once a month,Less than once a month,Bonds,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
88,feeu028t,69f5a8aab6c4437820700d18,0,51,51,post_exp,FinalForProlific,2026-06-30 21:46:19.483465,1,,,112.39,88,,112.39,10,0.0,6,1,A,0.9271129173090503,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Female,18,United States,did not graduate high school,Other,0,0,1,1,Monthly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
89,ylbecl15,6a07875ef323b1f66e483aa6,0,51,51,post_exp,FinalForProlific,2026-06-30 21:46:53.109783,1,,,116.95,89,,116.95,10,0.0,10,8,A,0.7837211821325357,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,32,Nigeria,master,Economics,1,1,1,1,Daily,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
