participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent,player.condition,player.user_agent_browser,player.user_agent_browser_version,player.user_agent_os,player.user_agent_os_version,player.user_agent_device,player.user_agent_is_bot,player.user_agent_is_mobile,player.user_agent_is_tablet,player.user_agent_is_pc,player.attention_check,player.attention_check_passed,player.q1,player.q2,player.q3,player.q4,player.q5,player.q6,player.self_assesment,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
49,f1asa7zb,,0,0,52,,,,0,,,0.0,49,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
50,eq5pp1mg,,0,0,52,,,,0,,,0.0,50,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
51,omyniqoq,,0,0,52,,,,0,,,0.0,51,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
52,jo9nroex,,0,0,52,,,,0,,,0.0,52,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
53,ct41cifm,,0,0,52,,,,0,,,0.0,53,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
54,7d3lob61,,0,0,52,,,,0,,,0.0,54,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
55,jhmmnva4,,0,0,52,,,,0,,,0.0,55,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
56,1cnjfu0m,,0,0,52,,,,0,,,0.0,56,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
57,n6nfujj3,,0,0,52,,,,0,,,0.0,57,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
58,8yusy32b,,0,0,52,,,,0,,,0.0,58,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
59,1d8xj21h,,0,0,52,,,,0,,,0.0,59,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
60,3bqm5aqw,,0,0,52,,,,0,,,0.0,60,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
61,8486dzvz,,0,0,52,,,,0,,,0.0,61,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
62,h1a3dn0s,,0,0,52,,,,0,,,0.0,62,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
63,on9llogi,,0,0,52,,,,0,,,0.0,63,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
64,lt6mdrnp,,0,0,52,,,,0,,,0.0,64,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
65,2k4bhrpk,,0,0,52,,,,0,,,0.0,65,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
66,jfug4r7f,,0,0,52,,,,0,,,0.0,66,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
67,n16x8e5t,,0,0,52,,,,0,,,0.0,67,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
68,osdgb38x,,0,0,52,,,,0,,,0.0,68,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
69,2dd49ple,,0,0,52,,,,0,,,0.0,69,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
70,48ack9bc,,0,0,52,,,,0,,,0.0,70,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
71,drigjey6,,0,0,52,,,,0,,,0.0,71,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
72,hznw6ycu,,0,0,52,,,,0,,,0.0,72,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
73,2ailk8i3,,0,0,52,,,,0,,,0.0,73,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
74,q8h5ow71,,0,0,52,,,,0,,,0.0,74,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
75,baajhbgv,,0,0,52,,,,0,,,0.0,75,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
76,ul9dmbj3,,0,0,52,,,,0,,,0.0,76,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
77,w8d58a03,,0,0,52,,,,0,,,0.0,77,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
78,rkkrywh1,,0,0,52,,,,0,,,0.0,78,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
79,ruttle2v,,0,0,52,,,,0,,,0.0,79,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
80,1wm1c5gs,,0,0,52,,,,0,,,0.0,80,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
81,l31p44s0,,0,0,52,,,,0,,,0.0,81,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
82,9ak70poz,,0,0,52,,,,0,,,0.0,82,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
83,nwp5iu73,,0,0,52,,,,0,,,0.0,83,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
84,avu4wsqv,,0,0,52,,,,0,,,0.0,84,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
85,pcks59i8,,0,0,52,,,,0,,,0.0,85,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
86,qvqsl2ve,,0,0,52,,,,0,,,0.0,86,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
87,q8ne6vct,,0,0,52,,,,0,,,0.0,87,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
88,89zd75ml,,0,0,52,,,,0,,,0.0,88,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
89,7zsybp9b,,0,0,52,,,,0,,,0.0,89,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
90,xx52u6sc,,0,0,52,,,,0,,,0.0,90,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
91,buu8kdih,,0,0,52,,,,0,,,0.0,91,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
92,ik1zkw0p,,0,0,52,,,,0,,,0.0,92,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
93,hkwjxgzb,,0,0,52,,,,0,,,0.0,93,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
94,y1257nbi,,0,0,52,,,,0,,,0.0,94,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
95,nj35jvq8,,0,0,52,,,,0,,,0.0,95,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
96,ibzaj4wr,,0,0,52,,,,0,,,0.0,96,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
97,zbod0ytc,,0,0,52,,,,0,,,0.0,97,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
98,1h62niz1,,0,0,52,,,,0,,,0.0,98,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
99,86mkxrj5,,0,0,52,,,,0,,,0.0,99,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
100,yijuv5tx,,0,0,52,,,,0,,,0.0,100,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
