participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.payable_round,player.payoff_for_trade,player.hl_switch_point,player.hl_draw_row,player.hl_draw_option,player.hl_draw_random,player.savings_interest,player.inflation_effect,player.bid_price_definition,player.mortgage_comparison,player.asset_fluctuations,player.investment_risk,player.long_term_returns,player.stock_mutual_fund_loss,player.bid_ask_spread,player.mutual_fund_statements,player.bond_investment,player.credit_card_payment,player.num_quiz_questions,player.num_correct_answers,player.payoff_for_quiz,player.payoff_for_quiz_expected,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.pilot_difficulty,player.pilot_instruction_clarity,player.pilot_unclear_open,player.pilot_payoff_understanding,player.pilot_interface_clarity,player.pilot_tech_issues,player.pilot_tech_issues_desc,player.pilot_flow_unsure_steps,player.pilot_one_change,player.pilot_surprises_mismatch,player.pilot_missing_info,player.pilot_confusing_wording,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
81,hdt61z5b,,0,0,52,,,,0,,,0.0,81,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
82,kob5i3fy,,0,0,52,,,,0,,,0.0,82,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
83,dzbltg0f,,0,0,52,,,,0,,,0.0,83,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
84,ns7y85dr,,0,0,52,,,,0,,,0.0,84,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
85,wh0otid1,,0,0,52,,,,0,,,0.0,85,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
86,d99gscif,,0,0,52,,,,0,,,0.0,86,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
87,91fnlvbj,,0,0,52,,,,0,,,0.0,87,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
88,hd8fnqn5,,0,0,52,,,,0,,,0.0,88,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
89,vk3l9b1a,,0,0,52,,,,0,,,0.0,89,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
90,xxzlqtye,,0,0,52,,,,0,,,0.0,90,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
91,bayiwnyk,,0,0,52,,,,0,,,0.0,91,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
92,3g103kap,,0,0,52,,,,0,,,0.0,92,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
93,1hwait4b,,0,0,52,,,,0,,,0.0,93,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
94,reeeznyl,,0,0,52,,,,0,,,0.0,94,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
95,nk1ozd9b,,0,0,52,,,,0,,,0.0,95,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
96,hsqt27wj,,0,0,52,,,,0,,,0.0,96,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
97,yj6utito,,0,0,52,,,,0,,,0.0,97,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
98,lnf7sloi,,0,0,52,,,,0,,,0.0,98,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
99,a9lzpd7n,,0,0,52,,,,0,,,0.0,99,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
100,clldrpw5,,0,0,52,,,,0,,,0.0,100,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
1,v5p7p926,6723a4fc5d6db59fe3d4d4f0,0,3,52,intro,comprehensionQuestions,2026-01-13 17:17:31.173822,1,,,0.0,1,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
2,tgtblzal,5c7bc3f0ca5d980001408e36,0,3,52,intro,comprehensionQuestions,2026-01-13 17:17:41.263919,1,,,0.0,2,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
3,7q4xa1m4,5ced66139b5b490001b688ed,0,52,52,post_exp,FinalForProlific,2026-01-13 17:17:45.180624,1,,,108.02,3,,108.02,14,0.0,8,9,B,0.8534439418733905,More than $112,More than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The average of the bid price and the ask price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She owns a part of firm B,Between 5 and 10 years,12,8,2.0,3.0,Female,50,United Kingdom,high-school graduate,Other,0,0,0,0,Less than once a month,Less than once a month,Stocks,No,Financial knowledge,No,4,6,"Nothing was unclear, I'm just not very clued up on stocks and shares",6,6,No,No issues,I was never unsure,No changes,Nothing differed,No,No,m5x4bbn3,,,,,0
4,8x0oks74,664c9de6874cd4d39680afea,0,3,52,intro,comprehensionQuestions,2026-01-13 17:17:50.295998,1,,,0.0,4,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
5,hobwyr4l,63ea4b5592211a79471c9deb,0,52,52,post_exp,FinalForProlific,2026-01-13 17:17:53.277175,1,,,122.86,5,,122.86,7,0.0,5,1,A,0.41878413084866895,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,11,2.75,3.0,Male,41,United Kingdom,undergraduate: 4th year,Other,0,1,1,1,Less than once a month,Less than once a month,Stocks,No,"To ascertain how average, no trained, people can perform when trading",Only the cognitive level of the experiment!! Possibly one of the toughest I've done but really enjoyed thanks!!!,7,7,Nothing was unclear - a very well put together study!,7,7,No,No issues,Only when estimating the forecast %,No changes,Nothing differed,No,No,m5x4bbn3,,,,,0
6,wnsaau6f,669f0372343e26023ee5c023,0,52,52,post_exp,FinalForProlific,2026-01-13 17:18:09.872529,1,,,113.08,6,,113.08,3,0.0,8,4,A,0.7240279315962488,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Once one invests in a mutual fund, one cannot withdraw the money in the first year",She has lent money to firm B,Never,12,11,2.75,3.0,Female,69,United States,undergraduate: 4th year,Other,0,0,1,0,Less than once a month,Less than once a month,Stocks,No,"The study looks at how people make investment decisions whether they pay for info, how they use it to predict stock returns, and how much they choose to invest.",No issues. ,6,7,Nothing was unclear.,6,7,No,No issues.,I  was never unsure.,No changes.,Nothing differed.,No.,No.,m5x4bbn3,,,,,0
7,j62f6gj0,676ae47a7cae28cecaf838e6,0,52,52,post_exp,FinalForProlific,2026-01-13 17:18:16.141831,1,,,105.35,7,,105.35,7,0.0,6,8,B,0.1116583691791252,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The average of the bid price and the ask price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,10,2.5,3.0,Male,33,United Kingdom,master,Other Management,0,1,1,1,Multiple times a day,Weekly,Stocks,No,to look at trading habits and risk analysis,yes i had to switch from mobile to pc as the dropdowns didn't work on mobile,5,6,nothing was unclear,5,7,Yes,drop downs not working on nationality and education on mobile,i was never unsure,no changes,nothing differed,no,no,m5x4bbn3,,,,,0
8,shm5nqt5,655e09fc282e4139c82f834a,0,52,52,post_exp,FinalForProlific,2026-01-13 17:18:16.866052,1,,,107.25,8,,107.25,14,0.0,8,7,A,0.3185179429418482,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Bonds,Don't know / Not sure,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,9,2.25,3.0,Female,41,United Kingdom,undergraduate: 3d year,Other,0,1,1,0,Less than once a month,Less than once a month,Stocks,No,To see how much people understand about the stock market?,No,6,5,Nothing was unclear,4,6,No,No issues,I was never unsure,No changes,Nothing differed,No,No,m5x4bbn3,,,,,0
9,kvyq565n,6727964977929019f6ff8a5d,0,9,52,main,Trade,2026-01-13 17:18:35.340196,1,,,0.0,9,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
10,9cq870iw,5f5de7ba9a3ef664001fe837,0,3,52,intro,comprehensionQuestions,2026-01-13 17:18:48.645697,1,,,0.0,10,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
11,appf6nwc,66635a51d2ef2f39abd09b67,0,52,52,post_exp,FinalForProlific,2026-01-13 17:19:47.282106,1,,,116.26,11,,116.26,9,0.0,5,6,B,0.810139715772411,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Prefer not to say,12,11,2.75,3.0,Female,23,Austria,undergraduate: 4th year,Economics,1,0,1,1,Less than once a month,Weekly,Stocks,No,To figure out how people make investment decision with uncertainty and levels of access to information and their risk appetite subsequently,n/a,5,6,n/a,5,7,No,n/a,n/a,n/a,n/a,n/a,n/a,m5x4bbn3,,,,,0
12,6hwsmcop,5a8b527d5292b80001232b81,0,3,52,intro,comprehensionQuestions,2026-01-13 17:19:53.902003,1,,,0.0,12,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
13,bmjrzxc1,62da6a553aaca6fffb50307f,0,6,52,main,Trade,2026-01-13 17:20:21.610686,1,,,0.0,13,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
14,ksmbi28l,673c8c2a86f12a6e2c1764a4,0,52,52,post_exp,FinalForProlific,2026-01-13 17:20:46.062725,1,,,108.33,14,,108.33,10,0.0,6,8,B,0.56850952275088,Exactly $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Bonds,True,The difference between the lowest ask price and the highest bid price.,Mutual funds pay a guaranteed rate of return which depends on their past performance,She has lent money to firm B,Between 5 and 10 years,12,8,2.0,3.0,Female,36,Nigeria,master,Other Management,1,0,1,1,Monthly,Weekly,Cryptocurrencies,Yes,To test people financial literacy,n0,5,7,Nothing was unclear,5,5,No,No issues,I was never unsure,No changes.,Nothing differed.,No,No,m5x4bbn3,,,,,0
15,luqq41ll,651d9ea96f3253abbfd8d38b,0,52,52,post_exp,FinalForProlific,2026-01-13 17:20:55.854924,1,,,103.19,15,,103.19,10,0.0,8,4,A,0.46021424328583305,More than $112,Less than today,Don't know / Not sure,True,Stocks,Increase,Bonds,True,Don't know / Not sure,Don't know / Not sure,She has lent money to firm B,Less than 5 years,12,6,1.5,3.0,Female,43,United States,high-school graduate,Other,0,1,0,0,Less than once a month,Less than once a month,Stocks,No,To test how someone with no experience or knowledge fairs against someone with experience and knowledge in predicting stocks. ,"Yes. I was asked what kind of asset I deal in the most. I don't deal in any assets, but selecting none or N/A was not an option. ",7,7,Nothing was unclear. ,4,7,No,No issues. ,I was never unsure. ,"During the training rounds, explain why the outcomes were what they were. ",Nothing differed. ,No. ,No. ,m5x4bbn3,,,,,0
16,pr6ez0t6,5e34325430e5263f0bebb32d,0,52,52,post_exp,FinalForProlific,2026-01-13 17:24:11.686660,1,,,107.35,16,,107.35,5,0.0,8,1,A,0.48203915720786883,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,11,2.75,3.0,Male,71,United States,undergraduate: 2nd year,Other,0,1,1,0,Less than once a month,Daily,Cryptocurrencies,No,unsure,none,6,7,Nothing was unclear,6,7,No,No issues,I was never unsure,No changes,Nothing differed,No,No,m5x4bbn3,,,,,0
17,rzuvfpdg,6501c0a2e788b5556c24569d,0,52,52,post_exp,FinalForProlific,2026-01-13 17:25:02.449592,1,,,125.49,17,,125.49,5,0.0,1,10,B,0.2984229076609852,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,11,2.75,3.0,Male,29,Poland,undergraduate: 3d year,Other,0,0,1,1,Less than once a month,Less than once a month,Stocks,Yes,unsure,no,2,6,Nothing was unclear,5,6,No,none,I was never unsure,No changes,Nothing differed.,No.,No.,m5x4bbn3,,,,,0
18,go639853,,0,0,52,,,,0,,,0.0,18,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
19,es5y72p8,,0,0,52,,,,0,,,0.0,19,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
20,nnqdejji,,0,0,52,,,,0,,,0.0,20,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
21,5jr77ct0,,0,0,52,,,,0,,,0.0,21,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
22,tkfvz1rd,,0,0,52,,,,0,,,0.0,22,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
23,46u0bxda,,0,0,52,,,,0,,,0.0,23,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
24,vy3u23lq,,0,0,52,,,,0,,,0.0,24,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
25,ginzwr0h,,0,0,52,,,,0,,,0.0,25,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
26,zwk89iu5,,0,0,52,,,,0,,,0.0,26,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
27,e3zitdy6,,0,0,52,,,,0,,,0.0,27,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
28,s7p218yx,,0,0,52,,,,0,,,0.0,28,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
29,ifhiyq7c,,0,0,52,,,,0,,,0.0,29,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
30,eusycgom,,0,0,52,,,,0,,,0.0,30,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
31,0s504vl8,,0,0,52,,,,0,,,0.0,31,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
32,lpnvn4c1,,0,0,52,,,,0,,,0.0,32,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
33,nrtrv892,,0,0,52,,,,0,,,0.0,33,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
34,gok7tw6g,,0,0,52,,,,0,,,0.0,34,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
35,uv8dosnq,,0,0,52,,,,0,,,0.0,35,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
36,v7222njd,,0,0,52,,,,0,,,0.0,36,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
37,3p39srgp,,0,0,52,,,,0,,,0.0,37,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
38,lx725v5a,,0,0,52,,,,0,,,0.0,38,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
39,nokc44iu,,0,0,52,,,,0,,,0.0,39,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
40,nhkrem9s,,0,0,52,,,,0,,,0.0,40,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
41,zrifs78w,,0,0,52,,,,0,,,0.0,41,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
42,d7547pnj,,0,0,52,,,,0,,,0.0,42,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
43,dw1o1fsk,,0,0,52,,,,0,,,0.0,43,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
44,c8dm8j71,,0,0,52,,,,0,,,0.0,44,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
45,ry8jilqc,,0,0,52,,,,0,,,0.0,45,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
46,urtz332o,,0,0,52,,,,0,,,0.0,46,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
47,bgl3kv7o,,0,0,52,,,,0,,,0.0,47,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
48,bv1od516,,0,0,52,,,,0,,,0.0,48,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
49,f1asa7zb,,0,0,52,,,,0,,,0.0,49,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
50,eq5pp1mg,,0,0,52,,,,0,,,0.0,50,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
51,omyniqoq,,0,0,52,,,,0,,,0.0,51,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
52,jo9nroex,,0,0,52,,,,0,,,0.0,52,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
53,ct41cifm,,0,0,52,,,,0,,,0.0,53,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
54,7d3lob61,,0,0,52,,,,0,,,0.0,54,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
55,jhmmnva4,,0,0,52,,,,0,,,0.0,55,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
56,1cnjfu0m,,0,0,52,,,,0,,,0.0,56,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
57,n6nfujj3,,0,0,52,,,,0,,,0.0,57,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
58,8yusy32b,,0,0,52,,,,0,,,0.0,58,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
59,1d8xj21h,,0,0,52,,,,0,,,0.0,59,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
60,3bqm5aqw,,0,0,52,,,,0,,,0.0,60,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
61,8486dzvz,,0,0,52,,,,0,,,0.0,61,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
62,h1a3dn0s,,0,0,52,,,,0,,,0.0,62,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
63,on9llogi,,0,0,52,,,,0,,,0.0,63,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
64,lt6mdrnp,,0,0,52,,,,0,,,0.0,64,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
65,2k4bhrpk,,0,0,52,,,,0,,,0.0,65,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
66,jfug4r7f,,0,0,52,,,,0,,,0.0,66,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
67,n16x8e5t,,0,0,52,,,,0,,,0.0,67,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
68,osdgb38x,,0,0,52,,,,0,,,0.0,68,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
69,2dd49ple,,0,0,52,,,,0,,,0.0,69,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
70,48ack9bc,,0,0,52,,,,0,,,0.0,70,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
71,drigjey6,,0,0,52,,,,0,,,0.0,71,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
72,hznw6ycu,,0,0,52,,,,0,,,0.0,72,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
73,2ailk8i3,,0,0,52,,,,0,,,0.0,73,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
74,q8h5ow71,,0,0,52,,,,0,,,0.0,74,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
75,baajhbgv,,0,0,52,,,,0,,,0.0,75,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
76,ul9dmbj3,,0,0,52,,,,0,,,0.0,76,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
77,w8d58a03,,0,0,52,,,,0,,,0.0,77,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
78,rkkrywh1,,0,0,52,,,,0,,,0.0,78,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
79,ruttle2v,,0,0,52,,,,0,,,0.0,79,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
80,1wm1c5gs,,0,0,52,,,,0,,,0.0,80,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
